route_id,stop_name,year,delay_duration
Red,JFK/UMass,2023,1445527
Red,Kendall/MIT,2020,515800
Red,Kendall/MIT,2021,389390
Red,Kendall/MIT,2022,760686
Red,Kendall/MIT,2023,1050384
Red,North Quincy,2020,292868
Red,North Quincy,2021,203882
Red,North Quincy,2022,528888
Red,North Quincy,2023,428081
Red,Park Street,2020,585142
Red,Park Street,2021,425530
Red,Park Street,2022,769944
Red,Park Street,2023,1209054
Red,Porter,2020,553276
Red,Porter,2021,261874
Red,Porter,2022,730730
Red,Porter,2023,906480
Red,Quincy Adams,2020,856816
Red,Quincy Adams,2021,187903
Red,Quincy Adams,2022,518818
Red,Quincy Adams,2023,346945
Red,Quincy Center,2020,908780
Red,Quincy Center,2021,201598
Red,Quincy Center,2022,524638
Red,Quincy Center,2023,374229
Red,Savin Hill,2020,103759
Red,Savin Hill,2021,122770
Red,Savin Hill,2022,257824
Red,Savin Hill,2023,254652
Red,Shawmut,2020,69653
Red,Shawmut,2021,117392
Red,Shawmut,2022,241532
Red,Shawmut,2023,246080
Red,South Station,2020,571984
Red,South Station,2021,362588
Red,South Station,2022,403382
Red,South Station,2023,1093320
Red,Wollaston,2020,293634
Red,Wollaston,2021,206976
Red,Wollaston,2022,528888
Red,Wollaston,2023,380991
